,predicted
5797,10
5798,0
5799,13
5800,10
5801,12
5802,8
5803,2
5804,13
5805,12
5806,2
5807,10
5808,10
5809,9
5810,19
5811,2
5812,1
5813,6
5814,17
5815,11
5816,13
5817,1
5818,0
5819,12
5820,12
5821,12
5822,9
5823,8
5824,12
5825,12
5826,0
5827,10
5828,12
5829,9
5830,12
5831,0
5832,1
5833,13
5834,10
5835,9
5836,5
5837,18
5838,12
5839,2
5840,17
5841,12
5842,9
5843,8
5844,0
5845,17
5846,0
5847,10
5848,6
5849,10
5850,17
5851,18
5852,0
5853,10
5854,8
5855,17
5856,18
5857,1
5858,0
5859,12
5860,12
5861,19
5862,18
5863,10
5864,1
5865,1
5866,16
5867,0
5868,12
5869,0
5870,12
5871,1
5872,19
5873,8
5874,12
5875,11
5876,10
5877,2
5878,3
5879,0
5880,1
5881,1
5882,1
5883,10
5884,10
5885,13
5886,2
5887,12
5888,8
5889,1
5890,0
5891,12
5892,0
5893,10
5894,13
5895,0
5896,10
5897,12
5898,12
5899,11
5900,10
5901,12
5902,12
5903,4
5904,1
5905,1
5906,12
5907,8
5908,11
5909,11
5910,2
5911,0
5912,1
5913,0
5914,7
5915,11
5916,12
5917,17
5918,1
5919,9
5920,17
5921,2
5922,10
5923,1
5924,7
5925,0
5926,12
5927,10
5928,0
5929,10
5930,12
5931,0
5932,12
5933,10
5934,12
5935,2
5936,0
5937,13
5938,1
5939,8
5940,0
5941,0
5942,11
5943,17
5944,12
5945,12
5946,1
5947,10
5948,12
5949,1
5950,1
5951,13
5952,2
5953,0
5954,17
5955,17
5956,1
5957,19
5958,1
5959,12
5960,0
5961,2
5962,19
5963,12
5964,17
5965,16
5966,0
5967,1
5968,1
5969,1
5970,0
5971,13
5972,1
5973,3
5974,12
5975,10
5976,13
5977,10
5978,0
5979,18
5980,10
5981,8
5982,10
5983,13
5984,12
5985,1
5986,19
5987,19
5988,0
5989,8
5990,0
5991,12
5992,1
5993,19
5994,10
5995,0
5996,1
5997,1
5998,12
5999,10
6000,13
6001,1
6002,11
6003,8
6004,10
6005,12
6006,13
6007,10
6008,0
6009,11
6010,12
6011,1
6012,19
6013,1
6014,0
6015,11
6016,1
6017,18
6018,2
6019,0
6020,9
6021,12
6022,12
6023,12
6024,14
6025,9
6026,1
6027,1
6028,0
6029,2
6030,12
6031,9
6032,10
6033,13
6034,0
6035,17
6036,12
6037,1
6038,19
6039,10
6040,0
6041,0
6042,8
6043,2
6044,10
6045,8
6046,19
6047,0
6048,1
6049,4
6050,0
6051,0
6052,2
6053,0
6054,2
6055,13
6056,12
6057,1
6058,9
6059,8
6060,9
6061,0
6062,2
6063,1
6064,12
6065,9
6066,13
6067,1
6068,10
6069,17
6070,0
6071,12
6072,10
6073,8
6074,10
6075,1
6076,12
6077,9
6078,13
6079,18
6080,0
6081,13
6082,18
6083,1
6084,1
6085,2
6086,18
6087,17
6088,0
6089,11
6090,5
6091,17
6092,9
6093,0
6094,5
6095,13
6096,13
6097,9
6098,1
6099,9
6100,11
6101,10
6102,1
6103,0
6104,13
6105,12
6106,0
6107,8
6108,1
6109,18
6110,1
6111,19
6112,2
6113,1
6114,10
6115,0
6116,2
6117,0
6118,1
6119,1
6120,8
6121,1
6122,11
6123,8
6124,12
6125,0
6126,10
6127,12
6128,12
6129,1
6130,0
6131,5
6132,0
6133,19
6134,7
6135,10
6136,0
6137,14
6138,2
6139,0
6140,1
6141,10
6142,0
6143,2
6144,0
6145,12
6146,13
6147,9
6148,1
6149,11
6150,18
6151,12
6152,8
6153,0
6154,12
6155,13
6156,12
6157,12
6158,12
6159,12
6160,12
6161,11
6162,10
6163,12
6164,2
6165,10
6166,12
6167,1
6168,0
6169,10
6170,8
6171,11
6172,0
6173,11
6174,19
6175,19
6176,1
6177,18
6178,12
6179,0
6180,0
6181,12
6182,0
6183,0
6184,18
6185,1
6186,7
6187,8
6188,2
6189,12
6190,9
6191,10
6192,1
6193,13
6194,0
6195,16
6196,1
6197,10
6198,8
6199,0
6200,0
6201,5
6202,12
6203,2
6204,0
6205,8
6206,12
6207,0
6208,10
6209,1
6210,0
6211,1
6212,0
6213,0
6214,17
6215,10
6216,0
6217,10
6218,17
6219,8
6220,0
6221,5
6222,8
6223,0
6224,13
6225,19
6226,14
6227,12
6228,12
6229,9
6230,1
6231,10
6232,13
6233,0
6234,13
6235,0
6236,9
6237,11
6238,1
6239,12
6240,0
6241,0
6242,17
6243,11
6244,1
6245,7
6246,12
6247,19
6248,12
6249,12
6250,0
6251,2
6252,5
6253,15
6254,1
6255,16
6256,1
6257,12
6258,10
6259,10
6260,1
6261,10
6262,2
6263,12
6264,0
6265,10
6266,13
6267,1
6268,13
6269,0
6270,0
6271,10
6272,1
6273,1
6274,13
6275,0
6276,2
6277,8
6278,9
6279,0
6280,10
6281,9
6282,5
6283,0
6284,12
6285,8
6286,18
6287,0
6288,10
6289,10
6290,13
6291,13
6292,0
6293,0
6294,0
6295,12
6296,1
6297,11
6298,18
6299,13
6300,10
6301,0
6302,10
6303,1
6304,6
6305,0
6306,17
6307,9
6308,0
6309,12
6310,12
6311,9
6312,0
6313,19
6314,12
6315,18
6316,2
6317,12
6318,0
6319,14
6320,6
6321,17
6322,9
6323,12
6324,1
6325,0
6326,12
6327,13
6328,17
6329,2
6330,17
6331,10
6332,0
6333,12
6334,1
6335,1
6336,10
6337,19
6338,10
6339,1
6340,13
6341,9
6342,4
6343,10
6344,13
6345,12
6346,10
6347,1
6348,0
6349,9
6350,11
6351,1
6352,1
6353,0
6354,1
6355,13
6356,12
6357,12
6358,0
6359,13
6360,0
6361,5
6362,0
6363,0
6364,9
6365,19
6366,1
6367,2
6368,9
6369,19
6370,0
6371,9
6372,10
6373,1
6374,9
6375,0
6376,9
6377,9
6378,1
6379,1
6380,1
6381,5
6382,1
6383,8
6384,1
6385,1
6386,19
6387,1
6388,1
6389,1
6390,10
6391,17
6392,19
6393,0
6394,9
6395,17
6396,12
6397,9
6398,12
6399,12
6400,11
6401,1
6402,1
6403,19
6404,15
6405,1
6406,19
6407,2
6408,13
6409,12
6410,1
6411,2
6412,17
6413,0
6414,13
6415,8
6416,9
6417,12
6418,10
6419,13
6420,19
6421,14
6422,12
6423,2
6424,13
6425,9
6426,0
6427,12
6428,17
6429,6
6430,11
6431,17
6432,19
6433,0
6434,13
6435,0
6436,17
6437,1
6438,18
6439,13
6440,10
6441,10
6442,13
6443,0
6444,2
6445,13
6446,2
6447,0
6448,11
6449,12
6450,1
6451,8
6452,2
6453,10
6454,18
6455,9
6456,18
6457,10
6458,1
6459,0
6460,11
6461,1
6462,1
6463,0
6464,13
6465,8
6466,19
6467,13
6468,1
6469,6
6470,1
6471,10
6472,0
6473,12
6474,0
6475,17
6476,5
6477,0
6478,8
6479,1
6480,17
6481,1
6482,13
6483,13
6484,13
6485,10
6486,1
6487,12
6488,17
6489,8
6490,1
6491,5
6492,0
6493,9
6494,10
6495,1
6496,1
6497,14
6498,2
6499,0
6500,0
6501,1
6502,15
6503,12
6504,2
6505,0
6506,10
6507,13
6508,1
6509,1
6510,13
6511,18
6512,1
6513,1
6514,11
6515,13
6516,12
6517,2
6518,1
6519,0
6520,13
6521,10
6522,10
6523,1
6524,5
6525,17
6526,17
6527,8
6528,0
6529,1
6530,12
6531,0
6532,1
6533,19
6534,1
6535,1
6536,16
6537,10
6538,13
6539,9
6540,10
6541,2
6542,1
6543,8
6544,19
6545,0
6546,10
6547,12
6548,9
6549,13
6550,0
6551,19
6552,13
6553,13
6554,11
6555,1
6556,10
6557,0
6558,0
6559,13
6560,10
6561,13
6562,10
6563,19
6564,5
6565,13
6566,12
6567,0
6568,3
6569,1
6570,8
6571,5
6572,1
6573,0
6574,13
6575,19
6576,17
6577,17
6578,19
6579,10
6580,0
6581,10
6582,13
6583,1
6584,10
6585,10
6586,13
6587,10
6588,13
6589,12
6590,10
6591,2
6592,9
6593,8
6594,0
6595,18
6596,12
6597,12
6598,17
6599,13
6600,1
6601,12
6602,19
6603,1
6604,2
6605,11
6606,0
6607,0
6608,17
6609,9
6610,17
6611,7
6612,13
6613,12
6614,0
6615,17
6616,12
6617,0
6618,12
6619,9
6620,10
6621,19
6622,9
6623,0
6624,9
6625,1
6626,13
6627,10
6628,10
6629,13
6630,12
6631,1
6632,11
6633,2
6634,0
6635,1
6636,0
6637,2
6638,9
6639,1
6640,12
6641,2
6642,0
6643,10
6644,8
6645,1
6646,10
6647,10
6648,18
6649,2
6650,1
6651,1
6652,8
6653,0
6654,10
6655,13
6656,19
6657,12
6658,6
6659,12
6660,10
6661,17
6662,13
6663,1
6664,0
6665,7
6666,12
6667,19
6668,19
6669,7
6670,1
6671,3
6672,13
6673,17
6674,0
6675,19
6676,11
6677,1
6678,13
6679,19
6680,11
6681,0
6682,1
6683,17
6684,2
6685,9
6686,10
6687,1
6688,13
6689,19
6690,0
6691,12
6692,10
6693,0
6694,2
6695,8
6696,13
6697,0
6698,2
6699,1
6700,3
6701,10
6702,8
6703,8
6704,18
6705,1
6706,0
6707,17
6708,10
6709,0
6710,14
6711,1
6712,16
6713,2
6714,10
6715,13
6716,12
6717,17
6718,1
6719,10
6720,19
6721,2
6722,8
6723,1
6724,2
6725,1
6726,12
6727,11
6728,10
6729,13
6730,0
6731,10
6732,0
6733,12
6734,0
6735,1
6736,2
6737,13
6738,0
6739,12
6740,10
6741,9
6742,11
6743,13
6744,9
6745,1
6746,9
6747,10
6748,10
6749,17
6750,18
6751,9
6752,5
6753,1
6754,0
6755,1
6756,17
6757,10
6758,0
6759,12
6760,8
6761,14
6762,1
6763,2
6764,7
6765,1
6766,0
6767,10
6768,11
6769,0
6770,1
6771,2
6772,9
6773,13
6774,11
6775,13
6776,0
6777,0
6778,17
6779,1
6780,8
6781,11
6782,10
6783,1
6784,17
6785,2
6786,8
6787,17
6788,12
6789,1
6790,0
6791,10
6792,1
6793,0
6794,8
6795,2
6796,8
6797,1
6798,11
6799,8
6800,13
6801,11
6802,10
6803,0
6804,12
6805,13
6806,18
6807,5
6808,19
6809,0
6810,2
6811,17
6812,0
6813,7
6814,9
6815,10
6816,9
6817,1
6818,17
6819,13
6820,12
6821,13
6822,12
6823,8
6824,12
6825,2
6826,1
6827,10
6828,18
6829,10
6830,0
6831,17
6832,13
6833,19
6834,12
6835,19
6836,14
6837,0
6838,13
6839,10
6840,9
6841,13
6842,8
6843,13
6844,17
6845,8
6846,10
6847,6
6848,10
6849,3
6850,1
6851,1
6852,10
6853,17
6854,8
6855,2
6856,1
6857,12
6858,0
6859,13
6860,12
6861,10
6862,17
6863,12
6864,12
6865,1
6866,13
6867,11
6868,1
6869,12
6870,0
6871,13
6872,0
6873,0
6874,6
6875,9
6876,9
6877,13
6878,12
6879,9
6880,6
6881,1
6882,1
6883,0
6884,12
6885,10
6886,2
6887,2
6888,10
6889,12
6890,0
6891,8
6892,10
6893,0
6894,2
6895,10
6896,14
6897,10
6898,9
6899,10
6900,12
6901,11
6902,13
6903,6
6904,1
6905,10
6906,0
6907,10
6908,10
6909,18
6910,10
6911,0
6912,1
6913,13
6914,13
6915,11
6916,5
6917,12
6918,1
6919,0
6920,13
6921,13
6922,3
6923,0
6924,10
6925,2
6926,1
6927,10
6928,9
6929,1
6930,12
6931,13
6932,12
6933,12
6934,9
6935,10
6936,10
6937,18
6938,1
6939,19
6940,12
6941,9
6942,1
6943,0
6944,11
6945,0
6946,13
6947,12
6948,8
6949,12
6950,9
6951,2
6952,8
6953,1
6954,0
6955,13
6956,2
6957,19
6958,7
6959,0
6960,12
6961,6
6962,18
6963,12
6964,12
6965,9
6966,0
6967,3
6968,8
6969,1
6970,10
6971,13
6972,0
6973,9
6974,13
6975,10
6976,19
6977,10
6978,12
6979,0
6980,0
6981,5
6982,12
6983,1
6984,16
6985,4
6986,9
6987,1
6988,19
6989,11
6990,9
6991,19
6992,0
6993,13
6994,3
6995,2
6996,18
6997,1
6998,1
6999,12
7000,17
7001,13
7002,19
7003,11
7004,1
7005,1
7006,12
7007,0
7008,2
7009,0
7010,1
7011,9
7012,1
7013,13
7014,0
7015,8
7016,1
7017,2
7018,17
7019,12
7020,13
7021,17
7022,19
7023,12
7024,8
7025,10
7026,12
7027,0
7028,12
7029,13
7030,0
7031,9
7032,0
7033,1
7034,0
7035,0
7036,17
7037,12
7038,12
7039,19
7040,10
7041,8
7042,0
7043,12
7044,7
7045,17
7046,11
7047,1
7048,1
7049,13
7050,0
7051,1
7052,2
7053,18
7054,0
7055,1
7056,19
7057,12
7058,14
7059,12
7060,6
7061,3
7062,19
7063,13
7064,12
7065,17
7066,9
7067,17
7068,1
7069,1
7070,0
7071,9
7072,11
7073,12
7074,19
7075,10
7076,10
7077,12
7078,10
7079,10
7080,2
7081,7
7082,5
7083,0
7084,1
7085,0
7086,8
7087,1
7088,14
7089,1
7090,13
7091,0
7092,1
7093,9
7094,0
7095,2
7096,10
7097,0
7098,9
7099,2
7100,11
7101,13
7102,19
7103,12
7104,1
7105,10
7106,9
7107,11
7108,10
7109,13
7110,1
7111,1
7112,10
7113,11
7114,1
7115,9
7116,0
7117,19
7118,12
7119,17
7120,3
7121,10
7122,1
7123,12
7124,12
7125,12
7126,17
7127,1
7128,17
7129,6
7130,1
7131,0
7132,1
7133,1
7134,0
7135,11
7136,13
7137,12
7138,16
7139,1
7140,12
7141,0
7142,12
7143,18
7144,12
7145,1
7146,12
7147,17
7148,19
7149,13
7150,12
7151,12
7152,2
7153,10
7154,0
7155,17
7156,12
7157,8
7158,17
7159,0
7160,1
7161,1
7162,19
7163,19
7164,8
7165,1
7166,13
7167,12
7168,17
7169,1
7170,2
7171,2
7172,19
7173,12
7174,17
7175,1
7176,1
7177,6
7178,12
7179,11
7180,18
7181,10
7182,1
7183,2
7184,12
7185,9
7186,1
7187,18
7188,11
7189,10
7190,17
7191,9
7192,0
7193,18
7194,1
7195,17
7196,10
7197,7
7198,12
7199,10
7200,13
7201,1
7202,7
7203,17
7204,10
7205,0
7206,1
7207,12
7208,16
7209,1
7210,13
7211,1
7212,10
7213,5
7214,12
7215,12
7216,9
7217,0
7218,1
7219,7
7220,13
7221,13
7222,1
7223,10
7224,1
7225,1
7226,10
7227,3
7228,9
7229,10
7230,9
7231,17
7232,0
7233,0
7234,0
7235,12
7236,13
7237,19
7238,13
7239,1
7240,9
7241,3
7242,7
7243,1
7244,12
7245,10
7246,8
7247,0
7248,12
7249,18
7250,10
7251,1
7252,1
7253,8
7254,1
7255,17
7256,12
7257,1
7258,1
7259,9
7260,9
7261,2
7262,0
7263,13
7264,1
7265,0
7266,1
7267,10
7268,13
7269,13
7270,17
7271,12
7272,2
7273,17
7274,13
7275,11
7276,1
7277,12
7278,2
7279,10
7280,18
7281,4
7282,10
7283,12
7284,0
7285,2
7286,1
7287,12
7288,10
7289,17
7290,17
7291,5
7292,17
7293,2
7294,17
7295,0
7296,1
7297,0
7298,19
7299,8
7300,12
7301,1
7302,10
7303,9
7304,10
7305,10
7306,12
7307,12
7308,0
7309,17
7310,0
7311,0
7312,10
7313,13
7314,11
7315,17
7316,1
7317,12
7318,0
7319,11
7320,10
7321,8
7322,1
7323,0
7324,1
7325,10
7326,12
7327,0
7328,19
7329,1
7330,1
7331,9
7332,2
7333,13
7334,11
7335,13
7336,1
7337,9
7338,10
7339,0
7340,1
7341,13
7342,0
7343,19
7344,10
7345,17
7346,19
7347,8
7348,1
7349,1
7350,12
7351,1
7352,12
7353,1
7354,10
7355,6
7356,19
7357,10
7358,1
7359,1
7360,9
7361,11
7362,13
7363,0
7364,9
7365,13
7366,19
7367,0
7368,13
7369,0
7370,10
7371,8
7372,1
7373,17
7374,3
7375,2
7376,17
7377,10
7378,17
7379,11
7380,0
7381,8
7382,1
7383,0
7384,2
7385,1
7386,9
7387,0
7388,13
7389,8
7390,1
7391,10
7392,1
7393,13
7394,17
7395,0
7396,0
7397,0
7398,13
7399,12
7400,19
7401,13
7402,10
7403,1
7404,19
7405,12
7406,8
7407,10
7408,1
7409,2
7410,10
7411,14
7412,13
7413,13
7414,11
7415,1
7416,1
7417,12
7418,0
7419,4
7420,9
7421,1
7422,11
7423,12
7424,9
7425,0
7426,10
7427,0
7428,19
7429,9
7430,13
7431,13
7432,12
7433,11
7434,10
7435,0
7436,11
7437,2
7438,0
7439,19
7440,2
7441,10
7442,19
7443,12
7444,12
7445,0
7446,8
7447,12
7448,10
7449,9
7450,10
7451,1
7452,0
7453,2
7454,10
7455,13
7456,10
7457,8
7458,11
7459,0
7460,2
7461,17
7462,9
7463,17
7464,9
7465,10
7466,19
7467,1
7468,13
7469,0
7470,1
7471,2
7472,0
7473,1
7474,0
7475,10
7476,11
7477,8
7478,3
7479,1
7480,3
7481,1
7482,11
7483,1
7484,2
7485,10
7486,11
7487,12
7488,11
7489,1
7490,0
7491,1
7492,12
7493,11
7494,12
7495,0
7496,0
7497,12
7498,13
7499,12
7500,19
7501,12
7502,17
7503,8
7504,13
7505,1
7506,0
7507,1
7508,12
7509,13
7510,8
7511,1
7512,1
7513,0
7514,0
7515,17
7516,19
7517,1
7518,1
7519,0
7520,1
7521,10
7522,1
7523,2
7524,17
7525,18
7526,11
7527,2
7528,0
7529,17
7530,0
7531,18
7532,17
7533,11
7534,8
7535,9
7536,0
7537,17
7538,19
7539,17
7540,0
7541,9
7542,0
7543,1
7544,15
7545,12
7546,2
7547,2
7548,10
7549,1
7550,1
7551,1
7552,0
7553,12
7554,10
7555,13
7556,0
7557,15
7558,0
7559,11
7560,13
7561,1
7562,11
7563,0
7564,9
7565,2
7566,8
7567,11
7568,3
7569,12
7570,17
7571,8
7572,1
7573,13
7574,2
7575,9
7576,3
7577,19
7578,11
7579,1
7580,1
7581,12
7582,1
7583,10
7584,11
7585,9
7586,10
7587,13
7588,1
7589,12
7590,0
7591,0
7592,9
7593,13
7594,12
7595,1
7596,12
7597,17
7598,10
7599,13
7600,1
7601,8
7602,0
7603,13
7604,16
7605,1
7606,1
7607,0
7608,19
7609,10
7610,12
7611,1
7612,14
7613,10
7614,10
7615,2
7616,12
7617,10
7618,13
7619,19
7620,8
7621,19
7622,9
7623,2
7624,1
7625,0
7626,12
7627,10
7628,0
7629,9
7630,0
7631,1
7632,9
7633,13
7634,9
7635,18
7636,9
7637,8
7638,13
7639,12
7640,17
7641,12
7642,1
7643,0
7644,8
7645,13
7646,1
7647,10
7648,9
7649,12
7650,1
7651,17
7652,9
7653,8
7654,12
7655,12
7656,0
7657,10
7658,19
7659,0
7660,5
7661,10
7662,8
7663,17
7664,1
7665,1
7666,0
7667,1
7668,12
7669,0
7670,0
7671,12
7672,12
7673,12
7674,10
7675,2
7676,9
7677,11
7678,1
7679,0
7680,13
7681,10
7682,10
7683,0
7684,9
7685,12
7686,8
7687,18
7688,5
7689,19
7690,9
7691,11
7692,8
7693,0
7694,12
7695,9
7696,10
7697,1
7698,12
7699,13
7700,0
7701,1
7702,13
7703,1
7704,0
7705,19
7706,0
7707,1
7708,13
7709,1
7710,13
7711,9
7712,8
7713,5
7714,1
7715,8
7716,8
7717,1
7718,12
7719,2
7720,6
7721,0
7722,10
7723,1
7724,13
7725,8
7726,12
7727,8
7728,13
7729,17
7730,3
7731,5
7732,2
7733,9
7734,8
7735,12
7736,0
7737,9
7738,17
7739,17
7740,18
7741,0
7742,10
7743,1
7744,13
7745,10
7746,1
7747,0
7748,17
7749,1
7750,0
7751,12
7752,13
7753,8
7754,11
7755,0
7756,13
7757,9
7758,13
7759,12
7760,9
7761,10
7762,11
7763,19
7764,10
7765,1
7766,12
7767,0
7768,11
7769,17
7770,12
7771,8
7772,0
7773,2
7774,1
7775,1
7776,1
7777,6
7778,17
7779,12
7780,12
7781,16
7782,11
7783,19
7784,13
7785,18
7786,8
7787,13
7788,7
7789,0
7790,10
7791,18
7792,19
7793,12
7794,13
7795,0
7796,17
7797,13
7798,18
7799,0
7800,17
7801,17
7802,0
7803,0
7804,12
7805,1
7806,0
7807,19
7808,18
7809,7
7810,0
7811,13
7812,0
7813,8
7814,2
7815,0
7816,0
7817,10
7818,12
7819,10
7820,2
7821,3
7822,0
7823,0
7824,0
7825,2
7826,19
7827,17
7828,10
7829,19
7830,13
7831,9
7832,13
7833,1
7834,0
7835,1
7836,8
7837,10
7838,2
7839,8
7840,9
7841,12
7842,13
7843,1
7844,9
7845,1
7846,10
7847,10
7848,11
7849,14
7850,10
7851,1
7852,0
7853,9
7854,9
7855,0
7856,12
7857,1
7858,10
7859,8
7860,12
7861,1
7862,2
7863,7
7864,12
7865,3
7866,2
7867,17
7868,2
7869,9
7870,0
7871,1
7872,10
7873,10
7874,10
7875,10
7876,10
7877,1
7878,12
7879,9
7880,12
7881,13
7882,1
7883,10
7884,0
7885,13
7886,12
7887,18
7888,0
7889,1
7890,0
7891,1
7892,11
7893,0
7894,0
7895,18
7896,10
7897,10
7898,17
7899,1
7900,9
7901,12
7902,12
7903,13
7904,9
7905,1
7906,8
7907,11
7908,1
7909,8
7910,1
7911,19
7912,1
7913,1
7914,1
7915,7
7916,12
7917,0
7918,8
7919,2
7920,2
7921,12
7922,11
7923,11
7924,1
7925,13
7926,10
7927,1
7928,13
7929,1
7930,1
7931,2
7932,10
7933,13
7934,1
7935,8
7936,14
7937,5
7938,0
7939,12
7940,11
7941,17
7942,17
7943,9
7944,10
7945,13
7946,13
7947,16
7948,2
7949,18
7950,0
7951,2
7952,2
7953,12
7954,9
7955,13
7956,1
7957,1
7958,10
7959,3
7960,10
7961,12
7962,8
7963,9
7964,12
7965,8
7966,1
7967,13
7968,2
7969,0
7970,2
7971,8
7972,10
7973,0
7974,1
7975,2
7976,10
7977,10
7978,9
7979,19
7980,17
7981,12
7982,2
7983,19
7984,1
7985,17
7986,19
7987,1
7988,2
7989,8
7990,2
7991,5
7992,16
7993,14
7994,1
7995,19
7996,10
7997,13
7998,0
7999,3
8000,13
8001,2
8002,2
8003,13
8004,1
8005,0
8006,10
8007,12
8008,13
8009,0
8010,10
8011,18
8012,0
8013,9
8014,1
8015,0
8016,10
8017,13
8018,0
8019,0
8020,18
8021,13
8022,8
8023,8
8024,4
8025,4
8026,6
8027,13
8028,13
8029,1
8030,1
8031,13
8032,17
8033,11
8034,12
8035,1
8036,10
8037,12
8038,1
8039,19
8040,2
8041,12
8042,1
8043,12
8044,10
8045,0
8046,13
8047,13
8048,10
8049,0
8050,11
8051,12
8052,17
8053,2
8054,13
8055,13
8056,1
8057,0
8058,9
8059,13
8060,12
8061,0
8062,8
8063,12
8064,6
8065,1
8066,2
8067,10
8068,2
8069,13
8070,19
8071,9
8072,10
8073,17
8074,8
8075,13
8076,0
8077,1
8078,9
8079,0
8080,0
8081,10
8082,15
8083,1
8084,1
8085,2
8086,1
8087,12
8088,10
8089,2
8090,1
8091,17
8092,2
8093,0
8094,1
8095,0
8096,0
8097,18
8098,1
8099,2
8100,0
8101,17
8102,13
8103,13
8104,10
8105,0
8106,0
8107,1
8108,14
8109,13
8110,17
8111,18
8112,2
8113,2
8114,17
8115,17
8116,12
8117,13
8118,0
8119,12
8120,0
8121,1
8122,10
8123,2
8124,13
8125,10
8126,18
8127,8
8128,10
8129,10
8130,12
8131,0
8132,13
8133,2
8134,12
8135,12
8136,1
8137,8
8138,0
8139,10
8140,19
8141,1
8142,12
8143,5
8144,9
8145,10
8146,1
8147,2
8148,17
8149,13
8150,2
8151,10
8152,0
8153,9
8154,12
8155,1
8156,4
8157,12
8158,1
8159,10
8160,9
8161,1
8162,1
8163,8
8164,18
8165,12
8166,0
8167,10
8168,13
8169,1
8170,11
8171,1
8172,9
8173,12
8174,1
8175,3
8176,9
8177,1
8178,2
8179,12
8180,12
8181,13
8182,5
8183,10
8184,1
8185,0
8186,17
8187,13
8188,8
8189,13
8190,2
8191,0
8192,1
8193,13
8194,18
8195,1
8196,19
8197,13
8198,12
8199,1
8200,0
8201,1
8202,0
8203,10
8204,1
8205,0
8206,1
8207,0
8208,5
8209,10
8210,10
8211,0
8212,12
8213,18
8214,0
8215,9
8216,1
8217,9
8218,10
8219,1
8220,9
8221,2
8222,10
8223,1
8224,12
8225,6
8226,1
8227,7
8228,2
8229,1
8230,10
8231,1
8232,1
8233,1
8234,19
8235,1
8236,11
8237,10
8238,1
8239,10
8240,0
8241,12
8242,19
8243,10
8244,1
8245,13
8246,1
8247,13
8248,0
8249,0
8250,10
8251,3
8252,3
8253,0
8254,1
8255,5
8256,13
8257,7
8258,13
8259,0
8260,17
8261,2
8262,17
8263,11
8264,13
8265,0
8266,17
8267,9
8268,12
8269,13
8270,3
8271,13
8272,13
8273,5
8274,8
8275,10
8276,0
8277,12
8278,10
8279,2
8280,0
8281,13
8282,1
8283,1
8284,0
8285,8
8286,11
8287,12
8288,1
8289,11
8290,0
8291,1
8292,10
8293,15
8294,6
8295,11
8296,0
8297,1
8298,13
8299,9
8300,0
8301,17
8302,18
8303,1
8304,0
8305,0
8306,17
8307,1
8308,13
8309,11
8310,10
8311,13
8312,10
8313,10
8314,12
8315,0
8316,13
8317,8
8318,0
8319,18
8320,0
8321,19
8322,19
8323,13
8324,13
8325,9
8326,2
8327,17
8328,0
8329,0
8330,1
8331,11
8332,8
8333,1
8334,17
8335,10
8336,12
8337,13
8338,10
8339,10
8340,13
8341,12
8342,1
8343,9
8344,10
8345,17
8346,7
8347,1
8348,9
8349,13
8350,19
8351,1
8352,11
8353,10
8354,1
8355,0
8356,13
8357,9
8358,11
8359,1
8360,0
8361,19
8362,10
8363,13
8364,0
8365,1
8366,1
8367,10
8368,7
8369,13
8370,13
8371,0
8372,1
8373,11
8374,1
8375,14
8376,0
8377,17
8378,12
8379,12
8380,10
8381,17
8382,10
8383,5
8384,11
8385,1
8386,12
8387,17
8388,11
8389,0
8390,10
8391,1
8392,0
8393,12
8394,9
8395,19
8396,17
8397,8
8398,10
8399,8
8400,12
8401,2
8402,19
8403,10
8404,2
8405,10
8406,13
8407,1
8408,0
8409,13
8410,11
8411,0
8412,12
8413,17
8414,13
8415,0
8416,1
8417,19
8418,11
8419,1
8420,2
8421,13
8422,1
8423,1
8424,6
8425,2
8426,2
8427,13
8428,13
8429,19
8430,8
8431,9
8432,0
8433,10
8434,1
8435,13
8436,13
8437,0
8438,12
8439,12
8440,1
8441,9
8442,10
8443,0
8444,1
8445,9
8446,17
8447,10
8448,13
8449,10
8450,12
8451,10
8452,13
8453,17
8454,10
8455,17
8456,10
8457,10
8458,11
8459,2
8460,10
8461,12
8462,10
8463,1
8464,10
8465,0
8466,12
8467,5
8468,0
8469,1
8470,12
8471,8
8472,10
8473,8
8474,10
8475,8
8476,18
8477,18
8478,1
8479,18
8480,11
8481,2
8482,11
8483,10
8484,0
8485,13
8486,10
8487,15
8488,13
8489,1
8490,10
8491,11
8492,10
8493,1
8494,3
8495,19
8496,12
8497,11
8498,2
8499,12
8500,0
8501,10
8502,13
8503,12
8504,19
8505,0
8506,11
8507,0
8508,18
8509,10
8510,0
8511,1
8512,12
8513,12
8514,10
8515,1
8516,9
8517,12
8518,2
8519,0
8520,12
8521,3
8522,19
8523,12
8524,2
8525,0
8526,13
8527,0
8528,1
8529,13
8530,17
8531,0
8532,12
8533,14
8534,9
8535,1
8536,12
8537,19
8538,1
8539,10
8540,2
8541,17
8542,1
8543,4
8544,0
8545,12
8546,6
8547,12
8548,1
8549,1
8550,7
8551,10
8552,10
8553,9
8554,11
8555,12
8556,9
8557,19
8558,10
8559,2
8560,14
8561,1
8562,2
8563,0
8564,1
8565,12
8566,0
8567,13
8568,12
8569,17
8570,0
8571,13
8572,17
8573,8
8574,12
8575,0
8576,12
8577,12
8578,13
8579,10
8580,12
8581,10
8582,13
8583,1
8584,13
8585,10
8586,10
8587,0
8588,0
8589,0
8590,0
8591,0
8592,2
8593,19
8594,18
8595,12
